avgAnnCount,avgDeathsPerYear,PctBachDeg25_Over,PctPrivateCoverage,medIncome,PctUnemployed16_Over,PctHS25_Over,TARGET_deathRate,povertyPercent
24,11,13.5,80,44282,3.6,36.9,166.9,13.2
26,10,15.6,84,54593,1.3,31.4,174.5,8
10,5,17.6,75.2,53420,1,24,205.2,10.7
277,99,21.4,81.1,50435,3.6,24.7,162.5,16.7
18,8,13.7,77.1,39679,3.4,38.2,147.3,16.1
22,11,16.5,81.9,51192,2,37.6,232.3,9.5
19,8,12.2,81.2,50038,1.1,37.1,160.3,11.1
13,4,16.1,76.1,46923,0.9,32.6,104.8,14.1
27,10,17.3,82,53721,1.9,31.7,134.7,9.7
11,4,10.9,82.8,44696,2.2,39.3,108.8,11.9
36,13,14.9,76.9,48887,3.1,37,148.3,12.3
22,8,14.4,83.9,40258,1.2,31.5,125.9,13
19,9,17.6,70.1,81209,3,28.4,124.6,8.6
70,22,15,78,56616,1.6,33.8,153.1,10.1
55,17,15.6,82.6,74047,3.2,29.7,151.9,7.3
160,56,19.8,82.9,54637,3.2,30.2,165.2,9.2
42,17,17.6,72.8,66807,4.7,29.7,196.8,9.3
23,13,15.7,75.9,45040,0.7,30.8,205.3,10.8
9,3,13.7,80.1,62010,3.6,30.3,137.6,10.6
43,22,15.2,79.7,56298,3.5,38.6,177,8.9
26,10,13.5,79.1,39572,0.9,33.2,106.5,11.6
67,27,18.1,75.8,51097,1.2,30.2,164.9,12.3
35,16,14.6,83.6,56270,2,36.4,181.4,8.4
14,6,13.4,87.9,60957,1.6,30.1,151.7,7.7
90,28,16.8,82.7,57177,3,28.5,137.7,9.7
61,26,16.1,35.8,35630,4.8,21.8,216.9,31.6
31,11,16.7,88.8,58467,1.2,32.8,188.2,7.3
9,4,12,67.9,44990,2,36.8,124.8,16.1
15,6,13.5,36.8,33950,20.3,31.8,259.1,33.6
126,43,17.5,83.3,76672,2.8,30.5,131.8,7.6
10,4,16.3,84.8,59408,4,30.9,117.6,7.1
130,53,19.3,77.7,53333,2.5,35.5,172.5,11.6
19,7,14.2,76.1,51961,2.9,33.2,169.4,10.9
53,19,19.5,83.1,58995,2.7,25.2,158,8.9
266,99,13.5,73.1,54366,7.6,33.5,178.3,13.1
1072,424,19.3,67.6,49626,7.5,28.8,174.3,13
220,98,9.1,60.8,41450,9.1,39.2,195.9,18.1
116,51,8.3,52,36409,8.3,42.5,201.7,20.4
119,60,9,48.7,36176,11.8,41.4,212.3,22.7
370,156,13.1,60.3,37873,7.6,35.6,194.7,14.9
887,375,19.9,68.5,57408,4.2,30.8,166.2,11.9
210,102,9.3,59.2,39779,8.4,35.9,198.2,16.9
68,33,9.2,46.5,32734,9.4,42.1,214,27.4
27,15,7.3,57.1,39493,7.2,49.3,202.4,18
146,66,10.5,54.4,36964,6.2,35,167.6,17.9
63,38,8,40.4,29541,11.5,44.6,229,32.1
104,46,14.1,65.3,38504,8.4,33.6,170.4,21.5
76,27,7.4,56,35049,13.6,36.8,137.6,25
98,54,7.5,53.8,33826,9.5,43.8,228.7,19.9
189,83,10.6,58.6,40555,10.2,39.2,188.5,15.2
51,18,10.8,59.5,43201,9.7,44.8,163.4,16.6
120,62,13.3,60.5,37495,10.1,38.2,210,24.1
120,47,11.1,58.3,42348,8.1,42.1,167.2,18.3
374,187,16.1,58.2,42851,7.5,32.8,191,22.3
296,134,10.1,57.4,43466,7.9,38.7,195.3,16.6
190,117,11.7,52,35455,9.9,36.3,242.9,27.3
93,51,9.1,54.2,38597,8.6,45.8,230.9,22.3
53,28,9.4,55.1,34018,8.3,50.5,250,21
146,63,8.4,56,36620,19.4,43.9,194,24.9
73,31,7.5,44,33028,17.7,40.4,186.9,27.3
98,42,13.6,54,36801,14.3,35.5,190.6,24
455,173,18,69,51436,6.6,30.6,174,14.7
92,48,8,55.8,40404,11,40.4,201.6,17.5
78,35,7.3,55.7,33347,7.6,43,175,22.6
665,292,13.2,56.3,40621,9.2,32.2,196.4,18.7
106,39,11.4,67.7,46067,9.4,43.1,190.5,13.3
197,94,10.2,58.7,42572,9,43.1,194.5,16.3
102,50,7.7,48.2,33136,7.9,38,185,24.4
174,83,8.5,58.1,37831,7.6,42.1,200.3,18.7
87,36,5.8,60.3,35940,9.4,36.3,190.8,19.5
71,37,9.5,51.6,37336,8.5,33.5,220.6,18.8
196,77,10.4,57.6,41085,6.9,38.9,170.1,18.6
93,42,8.1,53.1,32744,10,40,184.1,22
119,52,6.1,49.5,32427,7.9,45.3,233,25.1
435,175,11.5,56.5,35927,11.2,38.7,204.1,26.8
116,52,11.5,57.9,34923,6.2,41.1,176.9,19.7
39,22,9.4,49.6,32225,12.5,43.3,195.2,27.5
102,51,8.3,50.9,34916,6.9,42.7,213.5,23
50,29,5.5,39.9,28006,17.3,39.5,217.6,39.3
61,29,6.5,50.4,37644,14.2,48,194.4,29
85,38,6.9,59.9,40418,8.3,38.3,196,17
68,36,7.1,58.8,37691,8.8,40.6,205.5,18.2
125,66,9.9,57.1,36391,8.1,43.7,221.2,21.1
331,135,13.7,68.8,54459,5.9,34,204.9,12.3
77,39,7.1,56.4,39158,7.3,46,195.3,18
126,61,9.1,56,33181,10.9,43.4,213.7,20.3
206,104,10,55.4,40877,9.6,39.3,212.3,20.8
194,112,8.2,49.5,33577,12,36.6,236.4,27.1
61,28,7.7,42.4,30682,12.8,41.2,229.9,28.1
58,24,7.9,48.6,34597,4.3,37.6,146.2,20.1
48,25,10,48.4,30935,9.5,42.8,210.7,25.1
250,102,15.2,68.1,46931,7.1,29.5,173.3,16.8
48,24,9.7,51.8,35895,4.4,42.4,203.6,20.1
148,69,10.2,57.3,34971,8.3,43.2,198.5,23
65,29,6.9,60.2,40556,6.8,42.1,209.9,17.3
110,62,7.2,39.3,28171,18.1,31.7,248.7,35.3
58,27,8.4,48.7,36893,6.6,35.6,184.3,20
145,76,6.1,43.7,35851,10,42.6,247.1,21.9
116,57,7.8,47.1,33127,9,39,187.2,22
313,138,13.4,61.3,39909,7.6,33.2,207.1,18.3
55,25,7.2,51.7,39896,6.2,41.8,196.7,18.7
1908,739,20.7,64.2,45698,7.5,27,182.7,16.1
317,140,11.3,67.2,43057,9,34.5,190.5,16.7
103,54,8.7,51.3,37761,5.4,39.3,212.5,18.3
113,59,7.1,45.2,30489,11.7,39.7,202.9,33.4
590,218,15.4,70,55915,5.3,33.9,169,8.7
60,30,6.9,56.8,33202,10.9,39.6,207.4,23.7
57,29,8.8,46.7,31765,5.9,40.2,219.4,23.3
583,258,13.1,58.1,39907,6.1,31.9,187.5,22.1
68,31,4.6,51.1,37014,9.3,34.9,179.5,20.4
134,56,5.9,47.4,32101,8.8,45.9,190.4,21.6
81,36,9.5,48.5,30010,7,35.4,171.7,24.4
255,116,12.6,58.1,40841,9.7,37.7,218.7,23.1
113,51,8.3,50.1,32975,11.2,42.7,178.9,22
756,303,17.8,65.1,45589,6.2,27.9,173.1,19.3
406,174,11.7,61.2,42044,7.1,37.6,201.4,19.4
50,22,7.7,40,29969,12.4,44.5,215.9,25.1
117,56,9.3,55.7,37080,8.3,40.6,207.9,17.4
6282,2236,25,70.7,76996,8.3,18.5,147.7,12.5
279,105,14.7,69.7,54610,14,27,166.6,12.9
1296,500,17.5,58.5,42302,12.1,22.6,178.7,21.9
298,116,14.4,66.6,53321,12.1,27.6,157.4,13.7
84,32,11.4,48.9,48006,10.4,21.7,153.3,14.3
75,33,5.1,55.9,34679,17,37.6,211.9,18.8
5182,1744,25.2,73.2,80338,8.8,18.7,151.5,10.5
142,60,9.4,50.4,41419,11.5,29.1,185.4,22.4
1038,342,20.8,74.8,70235,11.1,21.8,151.5,11.4
3367,1260,13,49.4,43338,13.2,22.8,152.8,27.5
135,51,10.7,52.7,43755,12.6,29.6,165.2,17.1
696,273,18.5,55.1,40581,10.5,25.2,177.4,21
606,207,9.9,45.1,38737,17.4,21.9,130.3,23.6
111,40,14.7,65.9,49267,6.8,30.9,138.1,14
2899,1078,10.3,51.8,47451,12.7,27.3,161.3,24.5
161,60,15.6,48.5,38221,9.9,31.4,156.8,22.7
325,121,24.3,74.1,53572,4.9,23.7,159.7,12
12,5,18.7,71.2,37911,4.5,22.1,126.9,19.1
141,57,12.9,55.5,36734,13.1,33.6,174.6,19.2
9,3,15.6,83.4,43132,0.8,45.9,130.6,15.4
46,17,18.8,66.8,41539,4.8,35.9,129.5,12.6
18,6,18.8,57.7,36903,3.9,39.7,198.6,18
35,12,9.8,48.3,36449,11.8,41.8,188.8,17.3
463,173,25.4,69.4,44716,8.2,22.7,158.9,15.8
39,14,10.7,61.7,39827,4.6,40.2,196.6,19.1
98,31,23.3,67.6,42942,5.4,33.1,140.9,14.7
29,10,15.3,62.5,41595,6.3,37.3,151.2,15.7
36,16,17.4,61.2,39292,6,33,171.7,20.3
43,16,12.1,63.2,40072,2.2,37,161,20.2
238,93,16.6,59.2,42902,8.2,33.9,151.6,17.2
53,21,11.4,70.8,65738,2.5,38.5,170.1,8.2
53,19,10,39.6,37511,6.8,38.8,182.6,23.8
46,15,14.8,59,50751,10.6,32.7,164.6,20.5
82,29,12.9,52.2,32815,9.3,41.9,151.3,20.7
24,12,17.8,76.9,52711,2.7,30.4,165,10.2
193,79,16.8,63.8,39882,7,34.9,171.4,19.5
64,16,15.2,75.8,60812,3.6,37.2,127.4,8.4
25,10,20,72.5,45000,0.9,38.1,165.6,12
42,16,16.5,63.6,46208,5.1,34.3,164.9,13.9
30,11,10.4,57.3,45207,3.1,36.6,174.2,17.2
46,15,14.1,64,46328,2.6,37.8,129.5,12.4
13,5,14,63.4,35875,3.4,36.4,149.4,19.5
6,3,16.4,68.1,43859,3,37.4,214.4,11.7
812,300,20.1,69.7,51653,4.1,31.2,168.9,12.3
179,63,14.9,75.6,48658,5.5,32,157.5,12.5
46,16,12.8,76,50919,1.6,33.1,139,14
41,15,11.5,80.4,52914,1.2,42.3,171.1,10.3
61,23,11.3,73.2,55465,3.9,33.8,159,11.4
13,5,14.5,69.4,39964,1.1,41.5,135.2,13.9
19,9,10.2,67.1,42348,0.7,41.2,156,12.8
203,75,23.1,81.3,51550,3.5,25.6,159.1,12.5
53,24,12.3,72.3,49345,3.3,39.2,201.4,10.6
47,21,11.2,79.4,54240,4.2,39.9,167.3,9.2
140,59,16.9,83,66522,3.8,32.1,193.1,6.9
45,19,13.1,83.7,54421,2.2,40.6,120,10.4
27,11,14.7,74.5,52749,0.7,33.2,172.1,9.3
33,14,14.5,76,43564,2.6,31,148.7,13.3
54,16,17.6,77,55964,1.6,27.1,122.2,9
44,14,14.2,69.5,55758,2.8,32.6,148.9,11.3
45,19,9.5,70.3,50758,6.4,33.2,163,10.3
50,19,14.3,74.1,56047,3.3,38.9,128.3,9.1
68,29,14.6,71.2,45644,2.3,32.8,159.7,13.4
81,36,7.6,65.5,50289,7.4,34.9,177.8,14.8
40,19,19.5,71.5,40667,2.6,29.1,155.4,18.8
109,40,9.7,68.3,47366,4.8,33.4,139.7,13.7
13,4,11.5,67.3,44109,4.3,36.3,104.6,11.8
36,15,12.6,72.8,52601,4.5,38.6,168.3,10.7
236,94,13.4,72.7,50043,5.1,36.8,177.9,12.9
2341,879,24.2,72,52842,5.7,21.9,179.7,14
13,6,13.6,64.8,45624,4,32.5,151.9,13.8
37,15,13.5,74.7,54556,3.4,39.1,150.3,10.1
18,7,14.6,70.8,44794,3.5,37.1,119.2,13.6
16,5,11.8,77,48543,2.4,34.7,127.2,13.7
37,13,14,70.3,44461,3.4,33.7,145.5,12.7
146,57,14.1,75.9,50861,4.3,34.6,165.2,11
16,5,16.3,68.7,38645,3.1,32.5,128.2,15.6
17,6,11.8,70.2,40436,3.5,39.5,141,11.8
14,6,14.5,78.6,55319,5.1,34.8,187.4,9.1
17,7,10.7,71.4,43858,1.9,39.8,149,12.7
300,108,12.4,65.7,48499,6,32.5,160.8,14.7
48,20,18.3,77.3,62191,2.5,31.8,155.8,6.9
25,14,12.4,74.1,46744,1.7,37.6,223.9,11.4
24,9,9.2,65.2,40496,3,37.4,183.7,13.8
62,26,14.9,77.3,46667,0.9,34,155.3,12.5
38,14,14.9,79.2,51040,4,41.6,155.2,11.5
46,27,10,73.2,44947,4,42.6,201.3,11.5
30,14,10.8,73.5,48511,3.6,40.7,185.6,13.9
39,13,16.8,78.9,56791,3.8,32.5,136.4,9.6
52,21,14.2,69.6,45192,2.8,34.5,161.3,12
25,13,11.6,59.9,45771,5.1,34,203.8,11.7
60,25,13.3,70.1,42745,3.3,37.2,161.7,14.9
1163,422,23.9,76.9,52011,5.1,22.6,153.5,14
200,78,14.2,72,49770,4.2,31.4,167,14.5
192,69,13.6,72.2,51836,3.1,29.3,161.2,13.7
48,18,12.1,75.6,50893,5.2,34.5,163.6,10.4
30,9,13.6,69.2,46961,4,32.3,131.6,14
22,9,10.9,74.9,48535,3.2,38.1,141.8,11.7
39,18,20.4,76.5,49162,8,34.9,164.7,13.6
32,14,11.2,72.3,43249,2.9,42.1,154.3,13.4
85,34,15.1,77.7,51527,4.6,37.7,149.1,10
21,9,10.8,70.5,42977,4.6,45.3,171.1,12.2
15,7,13.5,78.8,56080,1.7,31.1,147.5,10.4
50,23,16.9,77.2,54137,1.7,33,173.5,9.5
41,16,15.9,80.2,53489,4.7,36,159.5,10
159,60,13.7,78.2,61768,4.5,31,155.1,8.4
34,16,14.7,81.9,58162,1.9,32.5,187.7,8
66,29,12.9,74.9,43842,4.1,36.4,172.7,11.7
58,29,15.1,69.5,44282,3.4,39.7,192.2,14.4
11,4,14.1,70.1,46051,1.7,41.7,187.3,15
84,31,8.1,76.3,51805,3.4,34.7,181.9,10.1
611,213,24.2,84.4,74008,4.4,22.5,169.9,5.3
111,47,16.1,80.2,61961,3.5,33,176.2,8.2
195,78,14.5,63.3,47194,5.5,30,160.2,15.6
2812,1119,23.6,64.3,48195,7.2,24.1,190.8,19.9
74,38,7.5,58.4,37417,10.1,44.6,212.3,19.9
99,48,9.3,56.9,38595,7.6,43.2,202.8,20.1
273,110,9.3,64.4,45914,7.5,43.7,199.1,14.3
183,84,11.6,63.9,43425,6.6,40.2,185.6,19.6
227,85,15.9,71.8,56573,8.5,35.8,174.7,14.7
116,55,7,45.2,30299,10.4,44.2,230.9,28.1
246,101,11.6,65.3,43851,9.5,37,180.5,16.5
285,138,10.3,62.5,37498,9.5,38.4,214.7,19.5
178,78,9.7,64.4,41326,9.9,42.3,199.9,16.9
143,60,7.6,59.8,35704,9.5,45.3,211,21.9
428,183,9.8,59.4,36740,8.7,42.6,194.7,17.7
82,40,6.7,40.8,28086,10.2,42,218.9,26.1
373,156,10,55.2,37410,10.1,42.1,197.9,23.4
1885,713,18.2,68.3,48380,8,27.3,172.9,15.9
44,21,7.3,48.1,27323,12.1,39.4,230.9,29.5
154,68,5.7,53.5,35321,18.7,44.4,213.7,25.3
162,70,7.6,53.6,36285,13.9,43.6,185.9,21.7
365,157,8.8,61.2,39506,10,44.2,211.8,19.6
99,41,7.2,56.1,35470,10.5,42.1,183.7,24.7
155,69,8.4,59.8,39303,9.4,39.8,204.5,19.1
223,105,8.5,59.8,37151,9.7,45.1,219.1,20.5
143,61,6.6,53.7,37443,8.6,43.3,213.5,20.2
50,25,8.4,59,39753,8.1,46.3,219,19.1
127,55,8.9,66.9,42837,8.9,42.8,222.6,17.6
71,32,5.1,48.3,35379,14.5,47.7,196.5,23.4
310,124,9.6,63.7,41235,9.1,39.5,185.3,17.8
102,52,6.1,56.6,31330,9,40.9,211.3,26.4
2294,871,21,71.1,47199,6.5,26.5,181.6,17.7
36,22,5.9,45.4,28524,10.1,44.6,247.6,41.9
141,63,5.8,50.8,33595,13.4,44.5,218.3,24.8
224,99,7.8,58.8,34614,10.8,42.2,187.3,21.8
82,34,8.4,57.8,36255,7.7,43.2,217.1,20.3
183,85,11.3,63.6,41802,7.6,41.9,193,16.5
344,132,15.7,65.1,53945,8.9,34.2,170.6,13.6
304,137,9.8,62.5,39528,9.3,42.7,195.9,17.4
148,74,7.8,54,34882,14.9,44.2,210.7,23.5
135,55,5.4,60,36886,7.4,43.9,211.2,19.3
468,193,17,62.7,43113,8.4,32.9,176.3,20.9
187,80,9.2,61.7,40766,6.7,37.2,220.2,20.6
168,76,10.4,65,42839,8.4,42,216.9,15.5
411,172,13.2,65.4,51303,7.7,36.6,187.4,15.5
71,35,4.6,57,34801,15,42.7,229.6,20.8
276,119,8,58.9,37392,12.5,42,207,20.6
592,241,16.6,72.1,50935,9.7,30.8,195.4,13.9
36,13,12.2,74.6,50358,6.5,40.2,137.3,12.5
126,48,4,60.4,36390,8.5,51.3,191.1,23.4
189,91,10.3,61,40683,11.2,41.3,215.6,20.8
137,66,8.2,59.9,35884,7.7,43.7,220.1,18.9
52,22,8,52.7,33776,9.5,41.4,198.4,23.6
38,14,4.8,60.2,31996,4.9,38.4,160,19.2
108,56,6.1,60.2,36643,10.9,43.3,244,20.3
362,159,15.4,61,37693,8.4,37.8,189.2,20.8
206,77,7.8,58.6,37952,11.1,38.1,193.5,22
379,159,11.3,63.7,43269,9.8,36.6,198.7,18
343,128,11.8,69.5,52640,8.4,38.4,187.2,13.4
970,365,21.4,72.9,53799,6.8,29.6,177.6,14.7
134,63,4.6,48.7,31397,14.1,47.6,255.9,24.5
81,40,7.6,61.9,44111,9,40.2,227.4,18.7
549,210,10.4,56.5,39905,7.4,37.5,185.2,17.7
4118,1757,18.9,61.3,44015,10.3,27.1,202.7,23
106,48,6.2,64.4,43659,5.2,48,225.1,15
88,39,8.1,66,41590,10.1,42,230.1,17.5
1019,423,13.6,64.3,38840,8.2,34.8,187.2,18.5
828,285,16.5,70.2,58291,6,32.8,162.5,11.3
298,123,9.6,67.8,52339,10.6,39,208.4,15.4
42,19,6.6,60.3,40251,10.5,42.8,217,17.5
117,56,7.5,57.8,37632,13.7,41.6,196.1,20.1
117,49,6,54.1,37453,9.5,44.2,221.3,22.6
36,14,7.5,57.9,34884,11.2,50.1,174.1,20.6
215,102,8,55,36942,8,42.5,209.6,19
663,267,18,68,43212,6.2,30.7,176.7,16.7
93,44,5.6,54.7,33573,12.2,43.6,201.4,23.3
182,87,13.6,69.2,36205,11.2,39.8,205.4,21.5
158,72,7.5,58.8,35400,10.5,45.3,203.7,21.9
788,232,35.8,86.6,97936,4.2,16.4,139,5.6
573,219,19.9,74,60955,6.5,32.1,179.2,10.1
248,156,7.5,59.7,42471,4.3,36.9,245.2,20.4
57,25,8.8,63.3,66878,3.9,33.6,182.2,10.7
474,163,10.1,54.4,42128,9.1,31.6,168.3,17.9
165,76,12.5,54.3,44551,6.8,30.9,194.6,17.5
33,16,16.6,72.3,58867,3,36.5,138.8,9.4
12,6,16.1,75.7,55177,1.1,24.3,213.4,11
186,81,9.3,57.7,52785,6.5,36,169.1,16.9
140,58,14.4,67.3,58792,6.2,30.3,160.1,11.2
26,9,4.6,45.2,36821,4.3,32.4,110.4,19.9
122,45,15.4,63,50107,4.8,29.2,140,13.5
326,140,12,62,52886,9.8,30.4,181.8,14.7
27,13,19.6,64.2,36027,1.4,31.7,212.3,18.3
102,45,6.3,52.1,40680,7,33.1,151.6,24.9
1184,430,15.2,70.2,51048,9.5,28.2,177.3,14.2
6298,2451,17.1,61.1,50699,7.4,25.2,157.2,18.3
53,24,19.7,64.8,57177,6.4,30.7,154,12
107,55,11.5,59.9,44397,7.9,34.7,190.7,15
455,200,11.9,59.7,41883,8.5,36,184.8,20.1
1217,464,18.5,69.6,73788,5.4,25.7,169.3,9.9
545,193,20.8,72.6,41641,6.4,20.4,151.8,26.4
45,19,22.8,65,40179,4.9,21.4,160.4,13.8
35,16,7.7,33.5,27875,19.8,37.6,173.3,32.4
210,97,13.1,60.3,41316,4.3,37.9,188.4,17.5
98,44,7.1,53.6,33134,10.1,42.7,224,27.4
583,206,16.1,68.5,51138,5.7,29.4,172.6,14.3
1401,577,15,56.7,39812,7,32.9,199.4,24.1
1006,396,14.4,62.2,45979,8.3,35.8,192.2,18.4
57,25,6.4,49.8,36350,10.2,42.8,200.1,23.3
39,10,11.5,75.2,59300,6.3,38.5,133.3,12.2
63,28,9.9,50.5,34116,8.3,42.2,224.9,23.3
102,38,8.6,49.4,35385,13.5,40.7,177.8,28.2
116,52,8,49.3,31835,11.7,41.3,216.1,30.9
161,64,8.5,57,40642,9.3,41.2,197.8,23.5
2082,759,21.6,65.9,46831,7.6,26.7,178.8,18.4
41,20,6.6,36.3,25402,19.2,38.5,250.7,43
135,48,8.9,60.3,41651,6.5,43.5,212.2,20.4
169,77,9.3,49,32615,10.4,34.6,211.4,24.1
124,37,6.4,46.4,32318,11.5,40.3,140.5,29
111,49,6,56.5,40668,9.2,42.3,222.7,22.8
394,155,9,58,45226,10.6,42.1,205.9,19.4
211,80,8.9,62.8,47377,7.9,38.3,225.1,19.9
105,47,8.4,55.6,37130,6.9,41.9,217.7,24.6
2350,941,16.5,58.6,47024,6.7,31.1,188.6,15.8
179,78,9.7,57.5,37968,9.2,41.1,208,21.7
1015,377,20.8,67.8,51340,6.3,28.7,182.9,15.1
478,203,10.2,63.4,47382,7,39.1,198.7,17.6
81,37,8.6,61.3,44139,6.3,43.6,209.6,18
188,90,20.8,63.4,32889,11.9,27.7,205.7,29.7
594,215,14.3,64.3,58818,7,40.2,186.5,12.3
47,22,7.8,36.8,26732,16.9,39.6,181.9,41.4
155,63,9.3,46.9,30636,8,43.5,186.4,29.4
189,78,11.5,53.1,34522,12.2,33.7,181.5,31.1
1619,680,20,53.9,35468,10.3,23.2,193.6,27.9
760,318,15.9,55.1,40877,8,32.9,199.7,23.6
106,41,10.2,67.4,51304,4.7,39.3,180.7,16
146,54,9.7,59.2,44469,8.3,41.7,188.2,18.3
707,279,11.6,57.1,40406,8.6,37,189,19.8
46,18,8.7,51.4,33322,9.2,44.3,172.2,25.3
110,46,9.4,46.5,36666,9.6,41,191.3,24.9
157,64,9.2,57.2,39561,10.6,42,202.5,21.2
168,75,9.9,61.6,45615,12.2,40.9,233.1,17.9
238,92,14.9,66.5,60751,7.7,36.7,190.3,12.1
61,28,5.6,44.6,35004,14.4,45.7,212.5,24
120,48,10,64.7,47477,11,44.8,201.2,16.1
209,87,11.5,59,47225,9.2,37.5,200.6,20.8
497,202,9,56.3,32683,6.1,44.5,217.8,30.1
272,106,9.4,60.9,46713,7.2,42.1,198.1,18
282,118,7.9,51.3,42075,12.2,43.4,200.6,21.8
1273,458,20.3,67.8,63441,7.6,27,177.7,11.2
599,250,13.4,55.4,39927,10.7,35.6,207.1,22.5
27,10,7.1,38.7,27522,15.6,45.6,142.5,32
549,234,9.8,59.8,49044,5.5,40,213.2,20.9
134,65,8.2,56.1,38998,7.7,44.9,220.2,22
328,113,9.6,60.1,45331,8.5,41,180.3,18.3
207,85,13.6,69.3,46682,7.5,35.8,204.5,13.9
296,125,8.3,47.4,29749,15,40.5,224.8,29.1
256,110,11,52.8,36003,7.6,40.5,205,22.2
126,42,14.1,68.1,51550,6.5,39.2,182.8,20.5
65,30,6.8,45.9,33959,11.9,44,195.6,22.5
73,24,14.8,68.3,53679,8.5,33.7,148.2,24
96,41,7.9,56.1,36644,6.3,42,227.5,26.8
600,242,13.9,65.5,46701,7.2,37.2,188,15.4
486,200,12.1,57.1,36066,7.5,39,188.2,20.1
1620,607,27.3,74.3,61436,5.4,24.1,173.3,10.8
177,69,16.4,63.4,41035,7.7,36.9,167.5,15.8
383,136,20.1,64,45807,7.7,33.1,165.4,12.9
741,308,15.3,67.6,45556,7.7,35.6,193.2,13.8
284,108,20.6,64.3,50002,5.7,34.8,169.4,13.9
236,99,18.7,65.3,47905,4.2,32.1,170.6,11.7
371,154,11.9,59,40120,9.2,45.6,189,16.1
929,355,15.6,63.3,42728,7.8,34.9,187.5,18
128,53,11.9,53.8,36994,10.5,40.5,194,20.3
208,82,20.8,69.4,55630,5.7,31.6,173.6,10.5
313,139,10.7,56.1,39001,9.5,41.3,200.2,17.3
250,93,19.1,62.1,46598,7.5,34,180.1,15
242,110,13.6,51,38057,9.8,38.3,216.7,18.5
1246,451,20.4,72.2,55482,5.9,31.6,173.7,11.2
517,183,9.2,66.4,39808,10,42,172.2,18.5
2676,977,22.5,81.6,86654,5.9,25,176,6.7
4499,1714,20.9,75.2,67766,6.9,27.2,171,9.8
406,153,17.4,82.1,92446,7.6,31.5,175.2,7.2
174,69,9.7,61.6,49573,8.8,40.7,185.6,16
862,326,20.8,84.5,84500,4.6,30.6,171.1,5.9
522,207,13.9,72.9,62198,7.5,37.8,195.5,10.6
572,239,17.2,82.3,86703,6.3,32.2,186.7,7.2
210,84,12.1,61.7,42279,10.4,38.3,185.4,17.5
1037,367,23.2,81.6,83698,5.8,25.2,155.6,6.5
166,64,10.2,62.5,47441,7,42.2,154.8,12.4
1302,450,20.2,81.9,79403,6.4,28.1,169.9,8
1186,346,30.7,84.7,106871,4.9,14.2,131.9,6.1
140,59,16.4,68.1,53288,7.2,33.2,180,13.8
4139,1292,26.6,77,97279,6.1,14,120.1,7.2
3222,1302,18.1,68.6,71904,8.7,26.1,172.7,10.3
254,100,21.6,80.3,80650,5.3,29.9,173.8,7.5
433,180,17.6,80.2,84686,4.8,30.6,181.5,8.6
151,64,9.1,56.2,38376,8.2,43.2,216.5,25.5
280,111,18.2,72.1,54836,6.7,27.9,161.9,11.7
782,320,12.3,68.9,54606,8.5,38.1,181,13.8
564,221,16.3,66.7,51927,8.8,31.9,204.3,16.9
413,164,18.8,67.4,55691,9.9,31.6,186.8,11.9
3144,1419,15.3,56.1,41895,13.1,29.8,226,23.3
1892,685,23,74.2,64150,7,24.9,163,8.9
860,313,17.8,70.7,49890,8.9,31.7,157,13
53,24,7.9,61.1,53244,4.4,35,189.6,14
192,78,15.4,64.6,55139,5.1,31.3,158,15
595,243,11.9,36,37935,6,24.4,139.1,32.3
202,83,9.5,54.7,44110,6.6,33.6,173.1,16.8
32,14,13.4,61,52548,3.9,31.3,193.7,12
554,261,14.4,63.6,43379,6.1,32.4,184.8,19.3
78,30,13.1,59.5,39377,7.5,29.9,181.5,15.8
73,35,6.4,27.2,29782,11.5,35.5,167.3,38.8
176,74,13.5,71.4,62752,5.8,34.8,152.8,11
28,13,9.3,58.4,55493,2.5,31.2,182.9,13.5
248,113,12.4,63.8,59904,7.5,36.8,180,10
283,122,12.2,61.7,42753,8.9,34.7,167.6,15.4
31,12,10.6,57.7,60738,8.1,29.7,158.8,11.4
106,51,11.7,58,41872,5.6,35.9,191.1,16.4
41,13,5.3,34.4,33291,12.2,26,112.5,32.6
37,15,7,32.9,26336,12.2,27,126.3,31
27,11,14,76.6,50818,3.8,37.2,168.7,9.8
171,62,15.1,79.3,56313,6.3,32.5,137.3,11.6
295,80,23.9,78.2,51735,5.5,21.9,104.1,14.2
102,38,10.7,70.6,47340,7.4,26.9,155.9,15.7
1009,268,24.1,81.5,70797,4.2,21.2,119.3,7.2
73,25,11,73.1,61976,5.2,36,155.5,11.6
37,13,9.7,73.3,49709,5.7,32.9,113.2,12.9
26,8,13.2,67.1,45666,8.6,34.5,105.4,12.2
44,19,17.4,57.2,43344,7.1,24.1,179.8,15
156,48,18.7,63.8,43615,10.5,24.7,131.1,22.1
34,12,11.5,70.6,55204,3.8,35,136.9,11.4
39,14,15.5,64.5,48456,7,28.8,129,11.8
49,19,15.4,65.9,52623,4.3,29.1,131.6,12.9
33,11,24.8,80.6,82597,6,24.4,138.7,4.6
9,4,15.2,66.6,56772,6.2,37.6,166.4,10.3
3540,1056,20.8,73.1,62536,5.8,22.8,130.9,11.9
35,16,11.2,45.4,40590,8.4,31.5,123.9,29.2
97,39,12.7,69.4,44644,8.3,27,156.7,17.1
93,35,10.2,66.3,48622,5.9,33.7,154.2,12.1
